SK_ID_CURR,TARGET
100001,0.026593465358018875
100005,0.18827608227729797
100013,0.012471182271838188
100028,0.03996831551194191
100038,0.13859523832798004
100042,0.0277054812759161
100057,0.006647136528044939
100065,0.018318550661206245
100066,0.0068468633107841015
100067,0.07465320825576782
100074,0.06502687931060791
100090,0.023827606812119484
100091,0.10124526172876358
100092,0.08882085233926773
100106,0.07447656989097595
100107,0.13294093310832977
100109,0.04417954757809639
100117,0.0322360023856163
100128,0.042712319642305374
100141,0.029837515205144882
100150,0.03550052270293236
100168,0.010752317495644093
100169,0.025104062631726265
100170,0.27898094058036804
100171,0.07439534366130829
100172,0.10482937842607498
100184,0.10880468785762787
100187,0.07914426922798157
100212,0.08044204860925674
100222,0.08146494626998901
100223,0.010381076484918594
100232,0.01119368989020586
100241,0.19299913942813873
100245,0.018356941640377045
100253,0.009791524149477482
100256,0.05015699565410614
100271,0.009768675081431866
100278,0.36790409684181213
100280,0.0043137273751199245
100306,0.19194813072681427
100311,0.09137891978025436
100312,0.015864379703998566
100330,0.13452740013599396
100331,0.031836461275815964
100352,0.17697173357009888
100358,0.1059906855225563
100367,0.02030380256474018
100382,0.08030763268470764
100384,0.06245678663253784
100385,0.07997004687786102
100386,0.019555049017071724
100399,0.018875837326049805
100404,0.06580894440412521
100416,0.012079410254955292
100422,0.025107715278863907
100426,0.0904744490981102
100438,0.03480718657374382
100444,0.09167499095201492
100445,0.12205584347248077
100446,0.07076822966337204
100447,0.019443834200501442
100450,0.05470123142004013
100466,0.014799848198890686
100483,0.022890059277415276
100484,0.040965303778648376
100494,0.06358183175325394
100510,0.2152131050825119
100512,0.012072770856320858
100517,0.030373111367225647
100548,0.013855925761163235
100551,0.04988288879394531
100552,0.03641672432422638
100553,0.02252229116857052
100561,0.19035185873508453
100568,0.3346503973007202
100569,0.03632985055446625
100591,0.1153743639588356
100592,0.014554662629961967
100602,0.07945489883422852
100607,0.06222771108150482
100613,0.0819946676492691
100617,0.08908189833164215
100618,0.052723534405231476
100622,0.061065927147865295
100625,0.16878457367420197
100677,0.14983749389648438
100699,0.021080875769257545
100702,0.30915209650993347
100711,0.050471432507038116
100729,0.12338287383317947
100740,0.2991616427898407
100744,0.213307723402977
100745,0.03439977392554283
100747,0.11358172446489334
100751,0.36974820494651794
100752,0.02720281481742859
100753,0.25946882367134094
100754,0.12856245040893555
100760,0.07676659524440765
100762,0.07451485842466354
100763,0.031306155025959015
100765,0.019839506596326828
100770,0.05769035592675209
100772,0.017012057825922966
100777,0.05133172124624252
100791,0.01820896938443184
100792,0.00841819029301405
100797,0.017271453514695168
100823,0.030727718025445938
100826,0.025757675990462303
100830,0.02103274129331112
100836,0.25561150908470154
100872,0.07211934030056
100910,0.03747636452317238
100913,0.20508161187171936
100918,0.023432979360222816
100931,0.010241412557661533
100952,0.030634326860308647
100953,0.036337632685899734
100965,0.164744570851326
100970,0.029014095664024353
100982,0.11461575329303741
100983,0.5487321019172668
100984,0.043901171535253525
100987,0.021574659273028374
100997,0.06544984877109528
100998,0.21839065849781036
101002,0.029086021706461906
101005,0.186093270778656
101008,0.33050355315208435
101020,0.07418005168437958
101021,0.012828688137233257
101024,0.046996910125017166
101025,0.29745230078697205
101026,0.04299827665090561
101031,0.026949623599648476
101041,0.0196157768368721
101051,0.009285745210945606
101055,0.09748171269893646
101056,0.23227891325950623
101057,0.016642721369862556
101064,0.013739450834691525
101079,0.07713643461465836
101087,0.007267981301993132
101090,0.040598414838314056
101092,0.15757936239242554
101097,0.1425168365240097
101099,0.01895260065793991
101107,0.09493503719568253
101118,0.05331425741314888
101125,0.0482621043920517
101126,0.01796426624059677
101128,0.017895324155688286
101136,0.03820250555872917
101140,0.19682154059410095
101149,0.14686575531959534
101160,0.08985953032970428
101169,0.09795290231704712
101181,0.020865747705101967
101186,0.012286276556551456
101190,0.04130066558718681
101193,0.07073657959699631
101194,0.11905667930841446
101198,0.16076646745204926
101200,0.012031336314976215
101204,0.026041854172945023
101211,0.037294454872608185
101213,0.04366578534245491
101223,0.01944614201784134
101225,0.09686202555894852
101237,0.05336714908480644
101243,0.060757651925086975
101244,0.17426909506320953
101258,0.0466378815472126
101259,0.36873820424079895
101268,0.13446977734565735
101269,0.026074469089508057
101271,0.027567462995648384
101279,0.07491029053926468
101281,0.11147631704807281
101287,0.038996364921331406
101292,0.03512176498770714
101294,0.033412348479032516
101296,0.08049797266721725
101297,0.03814969211816788
101299,0.005209629889577627
101301,0.049864549189805984
101305,0.03289267048239708
101308,0.27932867407798767
101318,0.006553347222507
101327,0.3252623379230499
101329,0.011030827648937702
101332,0.0397217683494091
101337,0.02983890101313591
101343,0.038090672343969345
101345,0.01641436107456684
101346,0.013006128370761871
101353,0.01813916116952896
101354,0.05100572109222412
101355,0.09813835471868515
101356,0.013746063224971294
101362,0.06711752712726593
101363,0.36175626516342163
101365,0.0288332961499691
101366,0.13438893854618073
101367,0.16682256758213043
101368,0.00847979262471199
101374,0.14412200450897217
101380,0.02413673885166645
101383,0.022697893902659416
101398,0.021677574142813683
101399,0.3254319727420807
101401,0.23016007244586945
101412,0.08221818506717682
101426,0.04652505740523338
101427,0.2652106285095215
101428,0.13447178900241852
101429,0.1898730844259262
101434,0.058798838406801224
101440,0.14086082577705383
101448,0.055329155176877975
101449,0.03543151170015335
101465,0.044253814965486526
101467,0.01970565691590309
101472,0.04580533877015114
101478,0.06710122525691986
101497,0.03535002842545509
101504,0.0268174447119236
101547,0.019692709669470787
101548,0.08017987012863159
101555,0.07344193011522293
101570,0.02343849278986454
101572,0.06518111377954483
101578,0.04975174739956856
101580,0.16397850215435028
101588,0.08455026149749756
101602,0.06662909686565399
101610,0.2092294543981552
101614,0.03394395858049393
101616,0.01768825575709343
101643,0.09305275231599808
101644,0.036321453750133514
101649,0.026041684672236443
101650,0.09386149793863297
101665,0.008737761527299881
101667,0.12086595594882965
101669,0.03905416280031204
101674,0.04848166182637215
101675,0.014536556787788868
101678,0.12541453540325165
101682,0.03935277834534645
101686,0.03866913914680481
101697,0.17976276576519012
101700,0.5644359588623047
101711,0.035414036363363266
101714,0.0431397445499897
101715,0.16215895116329193
101728,0.017968488857150078
101732,0.04151652753353119
101757,0.13012099266052246
101758,0.02892482653260231
101759,0.11469385772943497
101762,0.011351071298122406
101764,0.046000171452760696
101780,0.13521616160869598
101784,0.011273815296590328
101789,0.010509253479540348
101816,0.06396042555570602
101819,0.06984275579452515
101827,0.01151804719120264
101863,0.0669422596693039
101867,0.04392249509692192
101870,0.02498498372733593
101873,0.17483602464199066
101878,0.11798904836177826
101879,0.0400298647582531
101880,0.007401539012789726
101887,0.01616610959172249
101897,0.02493012696504593
101901,0.07112894207239151
101903,0.20220643281936646
101920,0.01224049087613821
101921,0.040104061365127563
101922,0.02060057781636715
101961,0.09304987639188766
101962,0.008516427129507065
101971,0.03709866851568222
101976,0.36266154050827026
102002,0.10193968564271927
102005,0.02648795396089554
102007,0.2334565669298172
102017,0.02296903170645237
102019,0.27307161688804626
102029,0.006134713068604469
102051,0.13654865324497223
102052,0.007016531191766262
102054,0.028859097510576248
102062,0.03237622603774071
102067,0.18800172209739685
102068,0.10195455700159073
102070,0.04065746068954468
102090,0.10571844130754471
102092,0.03554824739694595
102099,0.05373762175440788
102100,0.01741788722574711
102112,0.07176627963781357
102113,0.024081161245703697
102122,0.12978726625442505
102123,0.028627591207623482
102125,0.023139087483286858
